"RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","Class"
0.438961089,53,0,0.637891867,2200,13,0,1,0,1,"0"
0.323228336,56,0,0.203311618,3683,8,0,1,0,0,"0"
0.03474171,49,0,0.12224618,10666,5,0,1,0,0,"0"
0.003251819,46,0,0.118800339,9435,8,0,0,0,3,"0"
0.006532898,49,0,33.18811881,100,8,0,2,0,1,"0"
0.047688639,51,0,0.399885747,3500,7,0,1,0,1,"0"
0.239536381,36,1,0.520197307,7500,11,0,2,0,2,"0"
0.262486876,52,0,0.270618351,12500,6,0,1,0,2,"0"
0.259779001,34,0,1970,NA,8,0,1,0,0,"0"
0.036431554,64,0,0.118214717,2486,7,0,0,0,1,"0"
0.436135138,58,0,0.431500378,10583,14,0,1,0,2,"0"
0.439803549,28,0,0.09353477,4500,4,0,0,0,0,"0"
0,50,0,0.265480671,5845,8,0,1,0,3,"0"
0.035488413,52,0,1069,NA,10,0,1,0,1,"0"
0.276141115,46,0,0.928028933,5529,13,0,4,0,1,"0"
0.9999999,36,0,0.544264679,5500,8,0,2,0,0,"0"
0.005672521,66,0,0.235720032,8700,14,0,1,0,0,"0"
0.9999999,34,0,0.098607242,3589,1,0,0,0,0,"0"
0.000311797,40,0,0.340759783,3500,7,0,1,0,2,"0"
0.051603301,69,1,0.48056311,6250,11,0,1,0,0,"0"
0.809757197,68,1,0.697177577,5101,16,2,1,1,0,"0"
0.004813859,88,0,0.073352954,4416,13,0,0,0,1,"0"
0.095976841,51,0,2291,NA,14,0,2,0,2,"0"
0.156160854,44,0,0.486562942,4241,8,0,2,0,0,"0"
0.053397578,30,0,0.010664297,4500,5,0,0,0,0,"0"
0.984595256,47,2,0.313702503,14500,10,0,2,1,0,"0"
0.2008134,46,0,0.537494644,7000,7,0,2,0,1,"0"
0.131198158,59,0,0.306791569,8539,10,0,2,0,0,"0"
0.986168972,30,0,0.097508459,3250,6,0,0,0,0,"0"
0.054085226,65,0,0.630092477,4000,20,0,2,0,0,"0"
0,44,1,0.059567174,9333,4,0,0,0,2,"0"
0.01939806,35,0,0.43568096,4500,7,0,1,0,0,"0"
0.621404765,61,0,1984,NA,2,0,1,0,0,"0"
0.185666958,41,0,0.251218598,8000,11,0,2,0,1,"0"
0,51,6,0.222209645,8833,6,1,1,0,0,"0"
0.279385918,60,0,0.780869855,6000,22,0,3,0,1,"0"
0.222446086,34,0,0.162852699,4500,6,0,0,0,1,"0"
0.9999999,32,0,0.409062694,6443,3,1,1,0,1,"0"
0.011533979,74,0,1241,NA,28,0,1,0,0,"0"
0.173487964,68,0,0.524155017,5650,18,0,1,0,0,"0"
0.9999999,37,0,0.000577812,5191,1,0,0,0,1,"0"
0.572304518,36,0,0.38845234,5853,8,0,2,1,1,"0"
0.023499217,48,0,371,NA,4,0,0,0,0,"0"
0.417011065,39,0,0.528117971,4000,9,0,2,0,4,"0"
0.007744166,41,0,0.503645074,4800,18,0,1,0,2,"0"
0.268632486,62,0,0.147700784,4718,10,0,0,0,1,"0"
0.969297433,48,0,0.287277219,17000,7,0,2,0,3,"0"
0.099791757,55,0,3139,NA,5,0,2,0,0,"0"
0.447905345,44,0,0.153896316,3066,2,0,0,0,3,"0"
0.9999999,35,0,0,NA,0,1,0,0,NA,"0"
0.91259684,27,0,0.270606884,4415,6,0,0,0,0,"0"
0.049002949,67,0,1813,NA,8,0,1,0,0,"0"
0.215798466,61,0,0.893155695,3827,15,0,2,0,0,"0"
0.432928354,53,0,0.450569644,2720,8,0,1,0,0,"0"
0.025394029,49,1,0.618994724,3600,15,0,2,0,1,"0"
0.9999999,71,0,0.211895911,2958,3,0,0,0,0,"0"
0.602949333,35,0,0.312312312,5327,10,0,0,0,1,"0"
0.222849736,57,0,0.202505459,8700,3,0,1,0,1,"0"
0.106796357,44,0,0.232947342,11830,8,0,2,0,1,"0"
0.9999999,59,0,1046,0,2,6,2,0,2,"0"
0.035375065,63,0,0.016495876,4000,9,0,0,0,0,"0"
0.902309769,32,0,1.138346932,2818,5,0,2,0,2,"0"
0.019353763,72,0,27,NA,4,0,0,0,0,"0"
0.099090381,50,2,0.48924934,2650,7,1,1,0,0,"0"
0.054189108,69,2,0.156784322,10000,22,0,2,0,0,"0"
0.005863503,64,0,1322,NA,8,0,1,0,0,"0"
0.283448982,57,0,0.635229182,8333,13,0,1,0,1,"0"
0.072296334,47,1,0.887654492,7200,12,0,4,0,2,"0"
0.001916999,52,0,0.533261417,2780,6,0,1,0,0,"0"
0.030652773,43,0,0.001968708,9650,2,0,0,0,0,"0"
0.008653608,47,0,0.002570694,3500,4,0,0,0,2,"0"
0.787753173,65,3,0.44127936,2000,14,0,0,0,0,"0"
0.33242692,35,0,1973,NA,6,0,1,0,NA,"0"
0.08195902,33,0,0.044985005,3000,5,0,0,0,1,"0"
0.389008171,60,2,0.324854852,7233,14,0,1,1,0,"0"
0.015954103,39,0,0.398830058,6666,10,0,2,0,1,"0"
0.707876107,67,1,0.976,6999,18,0,2,0,1,"0"
0.08310992,75,0,0.151003168,1893,3,0,0,0,0,"0"
0.021281369,50,0,0.30103201,11433,11,0,2,0,2,"0"
0.288322876,63,0,0.208742025,10500,17,0,1,0,0,"0"
0.003999529,77,0,0.249406176,7577,9,0,1,0,0,"0"
0.467135209,69,0,1.018296341,3333,7,0,2,0,2,"0"
0.086914272,64,0,0.282903128,16464,18,0,2,0,0,"0"
0.200490849,84,0,230,NA,2,0,0,0,0,"0"
0.097115345,54,0,0.416861046,3000,8,0,1,0,1,"0"
0.108773641,46,0,3201,NA,25,0,1,0,0,"0"
0.9999999,44,0,3053,NA,2,0,1,0,2,"0"
0,73,0,0,2000,1,0,0,0,0,"0"
0.021469799,73,0,1662,NA,5,0,2,0,0,"0"
0.9999999,48,0,0.006589411,4400,4,2,0,1,2,"0"
0.122813604,68,0,3774,NA,8,0,2,0,0,"0"
0.018886158,33,0,3756,NA,2,0,1,0,0,"0"
0.012707804,49,0,0.154832223,7956,2,0,1,0,0,"0"
0.198767881,68,0,0.320963088,10050,16,0,2,0,0,"0"
0.053471242,47,0,0.416416689,7333,4,0,1,0,1,"0"
0.9999999,26,0,0.395209581,500,1,0,0,0,0,"0"
0.300641281,55,0,248,NA,5,0,0,0,0,"0"
0,52,0,0.37286886,10850,16,0,4,0,0,"0"
0.074455003,48,0,0.354585913,10335,11,0,2,0,4,"0"
0.180848104,60,0,3838,NA,20,0,3,0,NA,"0"
1.737541528,52,0,0.009372071,3200,2,1,0,0,0,"0"
0.022948853,90,0,398,NA,2,0,0,0,0,"0"
1.121243938,29,1,0.174206448,4000,2,1,0,0,0,"0"
0,61,0,0.052662255,29166,7,0,0,0,2,"0"
0.678031475,36,1,0.572100682,4250,10,0,1,0,1,"0"
0.030968181,64,0,0.296845371,5800,15,0,2,0,2,"0"
0,95,0,0,NA,5,0,0,0,0,"0"
0.255078593,74,1,0.329884812,9375,14,0,2,0,0,"0"
0.9999999,37,2,2146,NA,5,1,1,0,NA,"0"
742,53,0,0.381490513,16812,4,0,3,0,0,"0"
0.299588489,56,3,0.546279492,18733,16,0,5,0,0,"0"
0.004373346,45,0,10,NA,13,0,0,0,0,"0"
0.375056813,67,0,0.264122646,6000,8,0,2,0,0,"0"
0.1737964,48,0,106,NA,2,0,0,0,0,"0"
0,41,0,0.252135244,14166,7,0,2,0,2,"0"
0,48,0,0.191645219,5050,6,0,1,0,2,"0"
0.820610896,73,1,0.303942734,8800,14,0,1,0,0,"0"
1.449378496,70,0,1.03119688,10000,12,0,4,0,0,"0"
0,64,0,624,NA,3,0,0,0,0,"0"
0.004800768,62,0,0.631273745,5000,19,0,2,0,0,"0"
0.801970492,44,0,0.3448399,8400,7,0,1,0,3,"0"
0.590264318,34,0,0.339088472,9324,12,0,2,0,1,"0"
0,53,1,0.735243798,2337,20,0,1,0,0,"0"
0.380213719,62,0,2944,0,13,0,2,0,0,"0"
0.015984016,52,0,0.275698471,11381,4,0,2,0,1,"0"
0.947370758,56,0,0.161408601,13090,5,0,1,0,1,"0"
0.011649418,91,0,0.001135074,5285,4,0,0,0,0,"0"
0.016970913,37,0,0.056987788,6632,7,0,0,0,2,"0"
0.231713608,55,0,0.397768439,6900,13,0,1,0,2,"0"
0.047185498,60,1,0.254293771,3900,10,0,1,0,1,"0"
0.419597694,40,0,0.22554034,6060,5,0,1,0,0,"0"
1.008713663,55,0,0.295617397,6000,3,0,2,0,1,"0"
0.145522472,74,0,0.032494584,6000,4,0,0,0,0,"0"
0.153327953,61,0,3851,NA,6,0,2,0,1,"0"
0.778162066,50,0,0.995695839,23000,26,0,14,0,2,"0"
0,54,0,0.139931741,2050,3,0,0,0,0,"0"
0.530889029,33,2,0.348663879,5500,17,1,3,0,1,"0"
0.03740107,69,0,1232,NA,12,0,1,0,0,"0"
0.022439551,78,0,0.005499083,6000,3,0,0,0,0,"0"
0.093357729,39,0,0.578147496,6250,10,0,2,0,1,"0"
0,57,0,0.28342246,4300,7,0,1,0,0,"0"
0.9999999,72,1,0.462543322,3750,11,0,1,0,0,"0"
0.306263838,61,0,0.282746861,6450,10,0,2,0,1,"0"
0.480806055,82,0,0.52194035,5833,11,0,1,0,0,"0"
0.48502994,31,0,0.074025116,3025,6,0,0,0,0,"0"
0.101164733,55,0,3974,NA,21,0,1,0,0,"0"
0.847576459,49,0,0.318342241,19833,18,0,1,0,0,"0"
0.069385271,37,0,4251,NA,9,0,1,0,0,"0"
0,38,0,0.410993304,7167,12,0,1,0,1,"0"
0.00933044,36,0,0.283411686,1488,6,0,0,0,0,"0"
0.743870631,58,0,6148,NA,10,0,2,0,0,"0"
0.99660068,50,0,0.557840617,3500,5,0,1,0,2,"0"
0.08528831,80,0,0.08872223,14133,11,0,1,0,1,"0"
0.002327592,69,0,1435,NA,8,1,1,0,1,"0"
0.045428054,36,0,0.351272016,1021,6,0,0,0,0,"0"
0.981470241,36,1,0.362934563,19300,14,0,4,0,0,"0"
0.0223315,87,0,26,NA,8,0,0,0,0,"0"
0.9999999,78,0,33,NA,2,0,0,0,0,"0"
0.081352351,52,0,0.272372592,4100,6,0,1,0,3,"0"
0.009058646,42,0,0.47782503,3291,5,0,1,0,0,"0"
0.253457914,43,0,0.240220782,12500,6,0,1,0,1,"0"
0.308717769,44,0,2535,NA,6,1,1,0,0,"0"
0.9999999,46,0,0.001142694,7000,0,0,0,0,3,"0"
0.00759244,45,0,2140,NA,9,0,1,0,7,"0"
0,41,0,0,3250,4,0,0,0,0,"0"
0.298771024,48,0,0.101415776,3460,4,0,0,0,0,"0"
0,68,0,0.328,3999,10,0,1,0,1,"0"
0.120721192,40,0,0.357329642,6500,11,0,1,0,2,"0"
0.001099448,46,0,0.000253485,3944,5,0,0,0,0,"0"
0.015134726,72,1,766,NA,10,0,1,0,NA,"0"
0.523833427,65,0,0.598025117,10430,16,0,2,0,1,"0"
0.022531436,58,0,0.209746006,8700,13,0,2,0,2,"0"
0.008628474,90,0,0.00139972,5000,4,0,0,0,0,"0"
0.297041282,28,0,0.182327069,2500,5,0,0,0,0,"0"
0.459104576,48,0,0.178549028,4782,7,0,0,0,1,"0"
0.051077182,77,0,0.081798483,1845,11,0,0,0,0,"0"
0.117366095,43,0,0.828167482,3677,8,0,1,0,2,"0"
0.051375494,35,0,0.182554732,5800,10,0,0,0,2,"0"
0.9999999,32,1,0.237738207,3200,4,0,0,0,2,"0"
0.9999999,46,0,0.002525253,3563,0,1,0,0,0,"0"
0.9999999,41,0,0.277817455,7000,7,0,2,0,0,"0"
0.230384808,65,0,0.270682425,2622,4,1,1,0,0,"0"
5118,29,0,0.667349552,3904,5,0,2,0,3,"0"
0.77092303,45,0,0.312888672,8200,6,0,1,0,2,"0"
0.004260979,32,0,0.199005828,5833,5,0,1,0,0,"0"
9.36e-05,34,0,0.216966487,10950,14,0,1,0,0,"0"
0,45,0,0.396408073,5400,6,0,2,0,3,"0"
0.8240064,53,5,0.217317236,13500,10,0,1,0,0,"0"
0.504970134,63,0,0.746229972,8487,25,0,2,0,0,"0"
0.84530239,60,0,0.259058726,2400,5,1,0,0,0,"0"
0.054799004,40,2,0.174225046,17000,13,0,2,0,3,"0"
0.00059994,39,0,1.4265087,2700,4,0,2,0,0,"0"
0.086416595,45,0,0.182530507,7784,15,0,1,0,4,"0"
0.081699644,62,0,0.166104237,8000,8,0,1,0,0,"0"
0.392192869,43,0,0.150205533,9000,8,0,0,0,2,"0"
0.101377426,62,0,0.274172583,10000,7,0,2,0,0,"0"
0.66759249,40,0,0.449610245,3591,5,0,1,0,0,"0"
0.017744083,67,0,0.054249065,3741,4,0,1,0,0,"0"
0.019920108,45,0,0.229412271,11620,4,0,1,0,3,"0"
0.312576701,31,0,0.33365019,7363,7,0,0,0,2,"0"
0.02067455,66,0,0.242678364,7750,16,0,1,0,0,"0"
0.008399832,85,0,0.004368402,2746,4,0,0,0,0,"0"
1.008849558,44,0,2577,NA,9,0,2,0,0,"0"
0.806772175,42,0,0.115304348,5749,6,2,0,0,1,"0"
0.413673895,53,0,1514,NA,2,0,1,0,0,"0"
0.005965246,68,1,636,NA,9,0,0,0,0,"0"
0.007458348,61,0,1301,NA,4,0,1,0,0,"0"
0.559639603,68,0,0.264781491,3500,3,0,0,0,0,"0"
0.15643373,48,0,0.374340461,3600,15,0,2,0,0,"0"
0.002867389,89,0,0.001850139,4323,5,0,0,0,0,"0"
0.071360393,65,0,0.052183778,1762,6,0,0,0,0,"0"
0.006995461,67,0,0.24920313,3450,8,0,0,0,0,"0"
0,28,0,0.618595351,4000,9,0,2,0,0,"0"
0.008586695,81,0,0.206019931,4916,14,0,1,0,0,"0"
0,56,0,4292,NA,7,0,2,0,3,"0"
0.00449985,67,0,1.217110573,11150,9,0,3,0,0,"0"
0.109053567,63,0,0.417742229,5500,7,0,4,0,0,"0"
0.027961717,78,0,38,NA,5,0,0,0,0,"0"
0.519546688,52,0,0.510454218,4160,15,0,2,0,1,"0"
0.18299085,72,0,0.024744608,4404,2,0,0,0,0,"0"
0.366977525,54,0,0.283059328,5595,9,0,1,0,0,"0"
0,53,0,52,NA,1,0,0,0,NA,"0"
0.9999999,60,1,0.356597601,2750,2,0,1,0,0,"0"
0.026362375,79,0,27,NA,6,0,0,0,0,"0"
0.079150034,51,0,1862,NA,7,0,1,0,0,"0"
0,58,0,2215,NA,7,0,2,0,0,"0"
0.549972501,54,0,0.181363727,5000,9,0,0,0,1,"0"
0,23,1,0.197667962,1800,3,0,0,0,0,"0"
0.9999999,83,0,0.001052078,1900,7,0,0,0,0,"0"
0.096083001,66,0,0.175710279,8200,6,0,2,0,1,"0"
0.280994494,72,1,0.458216713,2500,6,0,0,0,0,"0"
0.056692189,44,1,0.421852504,6250,14,0,1,0,2,"0"
0.463062396,26,1,0.094624246,3645,4,0,0,1,0,"0"
0.066462769,71,0,954,NA,4,0,1,0,NA,"0"
0.9999999,44,1,469,NA,1,0,0,0,0,"0"
0.31308033,40,0,0.509691711,5416,9,0,1,0,2,"0"
0.96704304,53,0,0.355960449,9000,12,0,2,0,0,"0"
0.647086503,44,0,0.125083315,4500,8,1,0,1,5,"0"
0.518556451,36,0,0.307732092,3866,7,0,0,0,0,"0"
0,28,0,0.154527278,3500,7,0,0,0,0,"0"
0.095019173,56,0,0.228748824,26574,11,0,2,0,1,"0"
0.039498481,57,0,0.286897048,8333,7,0,2,0,0,"0"
0.244070726,55,0,0.207278481,7583,22,0,2,0,0,"0"
0.095839322,77,0,0.493384299,3400,20,0,0,0,1,"0"
0.008232404,42,0,0.350307183,8463,12,0,2,0,0,"0"
0.060630798,54,0,0.611064387,10700,10,0,4,0,1,"0"
0.665666705,55,0,0.886119467,2326,5,0,1,0,0,"0"
0.65559017,49,0,0.231506849,2919,6,0,0,0,1,"0"
0.001433398,31,0,0.341035325,4500,8,0,1,0,0,"0"
0.165504539,44,0,0.307597662,3250,6,0,1,0,3,"0"
0.06876704,24,0,0.003426613,1750,2,0,0,0,0,"0"
0.9999999,28,0,360,NA,4,0,0,0,0,"0"
0.99001996,33,0,0.087004813,2700,3,3,0,1,0,"0"
0,69,0,0,NA,3,0,0,0,NA,"0"
0.948805119,30,0,0.470705859,5000,8,0,1,0,0,"0"
0.00179991,80,0,6.62e-05,15100,1,0,0,0,0,"0"
0.008671562,35,0,0.419089633,4986,10,0,1,0,3,"0"
0.225658134,45,0,2456,NA,13,0,1,0,0,"0"
0.336950418,66,0,0.643271346,5000,11,0,2,0,0,"0"
0.013165371,57,0,0.184450488,6250,15,0,1,1,0,"0"
0.02859857,94,0,17,NA,4,0,0,0,0,"0"
0.950595367,62,0,0.363450187,8300,7,0,0,0,0,"0"
0,72,0,0,1587,4,0,0,0,0,"0"
0.146561037,56,0,0.556746679,4290,6,0,3,0,0,"0"
0.541521945,59,1,0.564858785,4000,12,0,2,0,0,"0"
0.121093945,63,0,0.020851185,3500,7,0,0,0,0,"0"
0.150801795,54,0,224,NA,4,0,0,0,0,"0"
0.00543222,60,0,9,NA,6,0,0,0,0,"0"
0.023732354,44,0,0.544645535,10000,11,0,1,0,2,"0"
0.08952507,64,0,1.05439756,5900,7,0,4,0,0,"0"
0,75,0,2,NA,7,0,0,0,0,"0"
0.383473019,31,0,0.698424069,1395,7,0,1,0,0,"0"
0.008542409,74,0,11,NA,8,0,0,0,0,"0"
0.001221082,30,0,1,NA,4,0,0,0,3,"0"
0.9999999,28,0,0.116017496,4800,3,9,0,0,1,"0"
0.193595728,78,0,0.257969799,2383,8,0,0,0,1,"0"
0.230961506,44,0,0.106361061,7765,6,0,1,0,0,"0"
0.018819655,79,0,0.029656781,3000,11,0,0,0,1,"0"
0,65,0,0.234921693,3000,10,0,0,0,1,"0"
0,80,0,0.151956584,3500,4,0,1,0,0,"0"
0.444460508,36,0,0.484503099,5000,18,0,1,0,0,"0"
0.181931815,68,0,0.31741905,4230,4,0,1,0,0,"0"
0.001764591,40,0,0.48554598,9166,10,0,3,0,3,"0"
0.005159794,81,0,3,NA,3,0,0,0,0,"0"
0.589131751,34,0,845,NA,3,0,0,0,0,"0"
0.866237724,54,0,4377,NA,14,0,1,0,0,"0"
0.013661814,68,0,1317,NA,8,0,1,0,0,"0"
0,22,0,0.053763441,929,3,0,0,0,0,"0"
0.014371875,89,0,0.004808909,3950,6,0,0,0,0,"0"
0.070704185,39,0,0.482132938,5400,13,0,1,0,0,"0"
0.023704688,57,0,0.170956466,9440,11,0,2,0,0,"0"
0.030920698,27,0,0.085769666,6190,4,0,0,0,0,"0"
0.9999999,49,0,0.148140068,9166,2,0,0,0,0,"0"
0.136975136,62,0,0.376086057,4833,13,0,2,0,0,"0"
0.284451311,64,0,0.51616128,3000,9,0,1,0,0,"0"
0.788416927,33,1,294,NA,5,0,0,0,NA,"0"
0,61,0,0,6000,1,0,0,0,0,"0"
0.557624852,46,0,0.602937226,11166,16,0,2,0,2,"0"
0.733883023,57,0,0.424277524,17266,13,0,2,0,2,"0"
0.03041212,76,0,0.216241367,20416,10,0,2,0,0,"0"
0.548377173,53,1,0.027998018,4035,8,0,0,0,2,"0"
0.342762063,27,0,0.156368726,5000,7,1,0,0,1,"0"
0.135270263,64,0,0.145570886,5000,8,0,1,0,0,"0"
0.064007383,63,0,0.203736135,3425,9,0,1,0,0,"0"
0.034019714,81,0,0.00869414,5750,4,0,0,0,0,"0"
0.406136455,60,0,0.269158879,8024,8,0,1,0,1,"0"
0.767293871,56,0,0.389922062,12958,9,0,2,0,1,"0"
0.266499776,45,0,0.493126718,4000,15,0,0,0,0,"0"
0.868263473,32,1,0.016284234,1350,2,0,0,0,0,"0"
0.17478042,34,0,0.08815871,8064,5,0,0,0,0,"0"
0.001249896,50,0,2156,NA,5,0,1,0,0,"0"
0.779895294,49,0,0.586978131,8047,14,0,1,0,0,"0"
0.568245125,53,1,0.271842034,3696,12,0,1,0,0,"0"
0.033834047,63,0,0.415107743,4222,15,0,2,0,0,"0"
0.042036708,43,0,525,NA,4,0,0,0,1,"0"
0.450248868,39,0,0.37413863,7400,11,0,2,0,1,"0"
0.194897924,73,0,217,NA,5,0,0,0,0,"0"
0.03499825,56,0,1785,NA,13,0,0,0,0,"0"
0.36492891,65,0,0.400893898,5145,11,0,0,0,0,"0"
0.082841513,51,1,0.376110332,12833,15,0,5,0,3,"0"
0.9999999,49,0,0.297996272,8583,4,0,3,0,0,"0"
0.571604587,66,0,870,NA,12,0,0,0,NA,"0"
0.034567225,71,0,0.415013932,6100,20,0,1,0,0,"0"
0.559467548,48,0,0.899144254,3271,19,0,1,0,0,"0"
0.0280939,40,0,3660,NA,4,0,1,0,0,"0"
0.268399353,38,0,0.507758759,6250,12,0,1,0,2,"0"
0.195207639,57,2,0.622343908,16800,12,0,4,0,0,"0"
0.092678207,26,0,0.012493753,2000,2,0,0,0,0,"0"
0.9999999,29,0,0,NA,0,0,0,0,0,"0"
0.416525107,47,0,0.269002912,9958,10,0,1,0,2,"0"
0.019745428,72,0,0.00679864,5000,9,0,0,0,0,"0"
0.38480769,42,0,0.533099636,7416,5,0,1,0,3,"0"
0.784055179,58,0,0.538957117,9933,12,0,4,0,1,"0"
0.036515814,86,0,14,NA,5,0,0,0,0,"0"
0.747667111,48,0,0.206631069,8052,5,0,1,0,2,"0"
0.686052593,38,0,0.608762181,12416,13,0,2,0,4,"0"
0.116028871,64,0,0.060475162,8333,5,0,0,0,0,"0"
0.626728352,56,0,0.263109686,13100,14,0,1,0,1,"0"
0.619675615,61,1,0.365126188,3050,7,0,0,0,0,"0"
0.017271942,55,0,0.305538892,5000,10,0,1,0,1,"0"
0.043369757,49,0,0.042703758,8195,10,0,1,0,0,"0"
0.292482389,59,0,0.262246413,8083,21,0,3,0,1,"0"
0.029541434,43,0,0.577256784,5416,8,0,1,0,0,"0"
0.204145994,48,0,0.186278964,2200,5,0,1,0,0,"0"
0.155672582,56,0,0.180790034,6100,17,0,1,0,0,"0"
0.020875751,74,0,0.024277044,2800,9,0,1,0,0,"0"
0.830754707,83,0,2802,NA,19,0,0,0,0,"0"
0.007413918,57,0,0.21670685,7050,10,0,1,0,3,"0"
0.915839092,58,2,0.436897364,4666,10,0,1,0,0,"0"
0.09163397,64,0,101,NA,3,0,0,0,0,"0"
0.305438811,61,0,0.306210017,12817,8,0,3,0,0,"0"
0,51,0,0.435629676,6415,10,0,2,0,1,"0"
0.166034833,25,0,687,NA,9,0,0,0,0,"0"
0,73,0,0.00223314,4477,15,0,0,0,0,"0"
0.49188299,33,0,0.430101768,5600,4,0,1,0,0,"0"
0.052947642,53,0,0.165897498,4116,7,0,0,0,0,"0"
0.067301249,38,0,0.085549799,8684,7,0,0,0,3,"0"
0.743055133,30,0,0.174768089,2694,5,0,0,0,0,"0"
0.406508294,51,0,0.905205102,2900,7,0,2,0,0,"0"
0.9999999,65,0,1102,NA,6,0,2,0,0,"0"
0.97580242,52,0,0.303792251,2425,6,0,0,0,0,"0"
0.283095939,38,0,0.164484647,4200,5,0,0,0,4,"0"
0.764758966,64,0,0.522075245,11641,16,0,1,0,0,"0"
0.397825272,64,0,0.56027687,5200,6,0,3,0,0,"0"
0.434832295,63,0,0.07012738,7300,4,0,0,0,0,"0"
0.022991403,48,0,0.391655704,5320,12,0,1,0,3,"0"
0.4222382,45,0,3727,NA,14,0,2,0,0,"0"
0.007809746,74,0,0.131191556,10800,10,0,2,0,0,"0"
0.932269247,44,0,1469,NA,6,0,0,0,2,"0"
0.585009834,64,1,0.89,5399,10,3,2,6,0,"0"
0.00042103,39,1,590,NA,4,0,0,0,2,"0"
0.9999999,25,0,0.193213296,1443,6,0,0,0,0,"0"
0.32443242,65,0,0.04671916,1904,2,1,0,0,0,"0"
0.025207422,88,1,0.011996572,3500,9,0,0,0,0,"0"
0.000828304,54,0,0.432731194,3708,3,0,1,0,5,"0"
0,30,0,0.358547151,3000,6,0,1,0,2,"0"
0,55,0,3.640718563,500,11,0,2,0,0,"0"
0.277402216,65,0,0.058645166,14510,18,0,0,0,0,"0"
0.53158733,62,0,1898,NA,15,0,1,0,5,"0"
0.545423368,72,1,1.097163121,1409,15,0,1,0,0,"0"
0.956295638,45,0,3248,NA,16,0,1,0,0,"0"
0.00319968,66,1,0.165566887,5000,4,2,1,0,0,"0"
0.46183545,37,0,0.359697845,4500,9,0,0,0,2,"0"
0.949899697,45,0,0.517766497,6500,11,1,1,0,4,"0"
0.00935247,35,0,1146,NA,8,0,1,0,0,"0"
0.132607665,63,1,0.425324675,7083,14,0,1,0,0,"0"
0.073933793,54,0,0.169535733,3833,10,0,1,0,0,"0"
0.818300813,47,1,0.301974835,12000,16,0,2,0,3,"0"
0.308125746,48,0,3978,0,13,0,4,0,3,"0"
0.087840017,52,1,1157,NA,5,0,1,1,0,"0"
0.121746956,74,0,0.070583351,4816,7,0,0,0,0,"0"
1.029985007,38,0,61,NA,2,0,0,0,0,"0"
0.309606003,45,0,0.318640423,12091,13,0,1,0,6,"0"
0.029132576,68,0,0.008222093,10337,10,0,1,0,1,"0"
0.183747134,35,0,0.05473584,2100,6,0,0,0,0,"0"
0.411974199,65,0,0.355604036,11000,14,0,2,0,0,"0"
0.050117159,53,0,1237,0,10,0,1,0,0,"0"
0.162320383,67,0,0.219052745,3715,7,0,1,0,2,"0"
0.353684047,65,0,1698,1,11,0,2,0,0,"0"
0.050078841,56,0,0.457753735,7763,6,0,3,0,0,"0"
0.9999999,28,0,0.002285061,3500,0,1,0,0,0,"0"
0.440756602,35,0,1468,NA,9,0,0,0,2,"0"
0.461724791,64,0,0.258616288,7833,9,0,1,0,0,"0"
0.089620876,50,0,0.011108643,4500,3,0,0,0,0,"0"
0.095003699,47,0,0.118270079,6797,15,0,0,0,3,"0"
0.9999999,32,0,0.370089731,5014,9,0,1,0,0,"0"
0.16285581,28,0,0.284082798,1400,5,0,0,0,0,"0"
0.590508531,56,0,0.346959528,4916,9,0,1,0,1,"0"
0.173952084,44,0,4647,NA,4,0,1,0,0,"0"
0.06184255,56,0,0.742550073,6140,8,0,2,0,1,"0"
0.760158783,58,0,0.433723384,5212,6,0,1,0,0,"0"
0.033898305,77,0,0.046718778,5500,10,0,0,0,0,"0"
0,30,0,0.826102048,2880,7,0,1,0,1,"0"
0.508834476,62,0,1124,NA,5,0,2,0,NA,"0"
0.066800414,48,0,0.269455253,3083,12,0,2,0,2,"0"
0.025814993,72,0,0.252671493,2900,6,0,0,0,0,"0"
0.404308109,31,1,0.802816901,2200,7,0,1,0,0,"0"
0,28,1,0.678431373,764,5,0,0,0,0,"0"
0.926409812,31,0,0.471008029,1120,3,0,0,0,0,"0"
0.031438609,74,0,1471,NA,8,0,1,0,NA,"0"
0.130774817,51,0,0.344273743,8591,11,0,3,0,0,"0"
0.011253032,44,0,0.103675261,7291,4,0,1,0,1,"0"
0.251358288,63,0,0.206974128,2666,4,0,0,0,0,"0"
0.491198833,59,0,0.238485257,10377,6,0,1,0,3,"0"
0.002225725,41,0,0.00139972,5000,15,0,0,0,0,"0"
0.056775039,53,0,1185,NA,13,0,1,0,0,"0"
0.033026026,64,0,0.179468164,9438,12,0,1,0,0,"0"
0.486740283,54,0,0.352112676,2200,7,0,1,0,0,"0"
0.01869776,54,0,0.409577363,5512,7,0,1,0,0,"0"
0.120644347,31,0,0.020995801,5000,4,0,0,0,0,"0"
0.331104306,62,0,0.227651305,3601,5,0,1,0,0,"0"
0.113750214,66,0,0.134396838,14166,4,0,1,0,0,"0"
0.125239403,58,1,0.215894675,29166,24,1,3,1,0,"0"
0.396814671,53,1,0.86072303,6942,21,0,2,0,0,"0"
